id,URL,status,error
1,http://diglib.hab.de/edoc/ed000006/startx.htm,200,
2,http://www.thomasgray.org/,200,
3,http://www.dafyddapgwilym.net/,200,
4,http://www.confessio.ie/#,200,
5,http://scrineum.unipv.it/LM/home.html,404,Cannot connect to host scrineum.unipv.it:80 ssl:default [Name or service not known]
6,http://bayle-correspondance.univ-st-etienne.fr/?lang=fr,200,
7,http://vindolanda.csad.ox.ac.uk/index.shtml,200,
8,http://vto2.classics.ox.ac.uk/,404,Cannot connect to host vto2.classics.ox.ac.uk:80 ssl:default [Name or service not known]
9,http://www.berardier.org/,200,
10,http://codexsinaiticus.org/en/,200,
11,http://www.waddesdon.org.uk/collection/special-projects/st.-aubin,404,
12,http://www.catullusonline.org/CatullusOnline/index.php,200,
13,http://suprasliensis.obdurodon.org/,200,
14,http://www.ehu.es/galicano/?l=en,200,
15,http://www.dlv.org.uk/index.html,200,
16,http://www.beckettarchive.org/login.html,200,
17,http://euripidesscholia.org,200,
18,http://omacl.org/Heimskringla/,200,
19,https://hridigital.shef.ac.uk/partonopeus/,200,
20,http://www.finerollshenry3.org.uk/,200,
21,http://www.ub.unibas.ch/bernoulli/index.php/Hauptseite,200,
22,http://www.intratext.com/X/ITA0763.HTM,200,
23,http://orosius.monumenta.ch/,200,
24,http://iospe.kcl.ac.uk/corpus/index.html,200,
25,http://entretenida.outofthewings.org/index.html,200,
26,http://www.hrionline.ac.uk/strype/,404,Cannot connect to host www.hrionline.ac.uk:80 ssl:default [Name or service not known]
27,http://www.livesandletters.ac.uk/herle/index.html,200,
28,http://www.livesandletters.ac.uk/bodley/bodley.html,200,
29,http://www.livesandletters.ac.uk/cell/Hooke/Hooke.html,200,
30,http://www.livesandletters.ac.uk/wd/index.html,200,
31,http://jonathanswiftarchive.org.uk/index.html,200,
32,http://www.stgallpriscian.ie,200,
33,http://www.nietzschesource.org/,200,
34,http://www.asnc.cam.ac.uk/irishglossaries/,200,
35,http://www.cems.ox.ac.uk/holinshed/index.shtml,404,
36,http://www.mun.ca/alciato/,404,
37,http://www.csdl.tamu.edu:8080/veri/index-en.html,404,Cannot connect to host www.csdl.tamu.edu:8080 ssl:default [Name or service not known]
38,http://www.corimu.unisi.it/,200,
39,http://www.bensira.org/,200,
40,http://www.pizan.lib.ed.ac.uk/,200,
41,http://isaw.nyu.edu/publications/inscriptions/campa/,200,
42,http://www.danteonline.it/italiano/home_ita.asp,200,
43,http://www.darwinproject.ac.uk/,200,
44,http://edities.kantl.be/daisne/,200,
45,http://www.earlystuartlibels.net/htdocs/index.html,200,
46,http://www.folgerdigitaltexts.org/,200,
47,http://www.rc.umd.edu/editions/frankenstein/,404,
48,http://www.glossae.net,200,
49,http://www.heine-portal.de,200,
50,http://www.ibsen.uio.no/forside.xhtml,200,
51,http://www.marktwainproject.org/homepage.html,404,
52,http://www.fondazionecanussio.org/patria.htm,200,
